,Filters Applied,,,,,,,
,571,It Might Have Been Nice To Have Been Informed That We May Be Woken Early By Deliveries (Which Was The Case...5-6Am!) & The Gin & Tonics Were Very Expensive!,,,,,,
,575,As Part Of A Travelzoo Offer  We Had Paid For A Tasting Meal Worth Â£55.  However  On The Evening That We Dined  The Menu Showed That The Price Was Â£45.  The Fact That The Chef Had Decided To Reduce The Price Does Not Detract From The Fact That The Offer Included The Higher Price.,,,,,,
,578,The Saturday Was Fabulous But The Sunday Wad Disappointing And Spoilt My Impression From The Day Before. I Have Already Mentioned Breakfast. Regarding The Bill It Was Lucky I Had Brought With The Email Confirming Our Offer From The Peugeot Magazine. The Bill We Initially Received Did Not Take The Offer Into Account And Was For Over Â£100 More. The Next Bill Was For Â£10 Or So For The Extras. I Was Honest Enough To Point Out That We Needed To Pay The Â£ 299 Offer Price Too.  After We Left I Realised The 3Rd Bill Was Wrong Too As We Had Been Charged For After Dinner Coffee And Petit Fours Rather Than The Tea On Arrival. I Wasn't Going To Go Back For Â£4 But That Was Sloppy. It Was A Shame As We Were Really Bowled Over By Everything The Day Before. I Would Be Happy For You To  Contact Me About All This On 07775672103 Lesley,,,,,,
,580,Thank You For Making Our Stay So Memorable - My Mother Thoroughly Enjoyed Her Birthday And We Would Both Look To Return In The Near Future.,,,,,,
,581,I Felt The Hotel Was Extremely Over Priced. I Work For An Airline So I Did Get Around Â£60 Discount. The Hotel Stay Was A Gift To My Partner And I Really Did Expect A Higher Standard Of Accommodation For The Money I Paid. Which Is A Shame.,,,,,,
,582,We Did Enjoy The Gin Bar  But It Is Very Overpriced.,,,,,,
,585,We're Looking Forward To Visiting Again To Sample Some More Gin!!,,,,,,
,588,Excellent Hotel - First Rate.,,,,,,
,595,Very Dissappointed With The Whole Experience.,,,,,,
,601,A Fridge  Tea And Coffee Facilities In The Bedroom Would Be A Nice Touch.,,,,,,
,606,We Have Stayed With You Four Or Five Times And This Is The First Time Our Stay Has Not Been Excellent!,,,,,,
,610,Service In The Bar Was Slow. Ordered A Picnic Hamper & It Was Not Mentioned That I Had To Return It. I Had To Make The Effort To Find Out. It Was Lucky I Opened It Before I Left As I Would Have Driven Home Thinking I Had Paid For It As A Package.,,,,,,
,613,No,,,,,,
,614,I Really Liked The Personal Touch Of The Email Subsequent To My Booking Through Booking.Com.  Often When You Book Through Secondary Websites There Is No Contact Between The Confirmation Email And Arrival  So This Was A Nice Touch.,,,,,,
,619,Car Parking Was Difficult  But Outside Of Your Control.,,,,,,
,620,We Were Charged In The Room Rate For Dinner And Also Again On The Night. I Didn't Notice This Until We Got Home But It Had Been Refunded Now.,,,,,,
,621,No,,,,,,
,623,Uninspiring (Sad Looking) Breakfast Table,,,,,,
,631,Previously The Breakfast Was Awful. The Polish Waiter Did Not Understand English And Insisted That The Parma Ham Was Lincolnshire Ham. Clearly Ridiculous And Extremely Aggravating.,,,,,,
,635,You Perhaps Should Consider A Loyalty Reward? We Have Stayed At Your Hotel Many Times And I Think That Would Be A Nice Gesture To Regular Guests?,,,,,,
,636,If You Can Prove To Me That The Hotel Is Back To Its Prior Form We May Come Again But You Are Probably Not Interested In Us As We Are But 2 Of Many-But I Do Think You Will Lose All The Loyal Customers Like Us If The Hotel Continues As We Found It Last Sunday.,,,,,,
,637,I Was Not Too Keen On Being Presented With My Bill With The Service Charge Already Added As A Done Deal.  I Would Have Preferred There To Have Been A Space On The Bill To Add A Discretionary Tip Of My Choosing. I Ended Up Having To Ask The Receptionist To Remove It & Add A Smaller Amount - The Irony Being That Had I Been Given The Choice In The First Place As Opposed To Being Told What To Pay Then I Would Probably Have Paid The Higher Amount!,,,,,,
,639,Nothing To Do With You But I Left My Sleeping Ware In Room 43. Would Be Happy To Pay Postage If You Cpuld Send It Back,,,,,,
,641,Thank You For A Lovely Evening - We Look Forward To Coming Back.,,,,,,
,646,Suite 4 Was Superb,,,,,,
,647,We Had A Lovely Stay...The Service Was Excellent And We Were Made To Feel Very Welcome. The Room Was Not As Clean As We Would Have Expected...Dead Beetle In The Chest Of Draws  Ornate Mirror In Need Of A Good Clean An Polish... Breakfast Was Scrummy  And The Room We Were Given Was Very Lovely. Thank You,,,,,,
,648, Breakfast The First Morning  There Was Nobody To Meet Us. We Waited 10 Mins Only To Hear Raucous Laughter Coming From The Kitchen. Eventually We Ordered Tea. Which When We Poured Out The Milk Into The Milk It Fell Out  It Was Solid And Rotten. Nobody Must Have Checked It. Very Poor Indeed.,,,,,,
,651,My Only Comment Would Be Â£18.50 For A G&T. I Genuinely Do Not Mind Paying For The Exceptional But This Was Not  Don't Know If There Was An Issue  It Tasted Like A G&T But Have Certainly Had Better For Far Less.,,,,,,
,654,The Whole Experience Was A Total Shambles  I Have Had Better Treatment From A Premier Inn . I Usually Stay At The Bear . In Future I Will Be Staying At The Bear,,,,,,
,655,Only That This Survey Has Made Me Check My Final Account And I Have Realised That It Is Incorrect. The Final Invoice Shows That 2 Sb Glasses Of Wine Were Served In The Bar. However We Only Took A Total Of 5 Glasses Of Wine  Not 7 - All Served In The Restaurant. My Fault For Not Fully Checking The Details At The Checkout.,,,,,,
,656,Would Not Have Booked Hotel Had We Known About The Fair,,,,,,
,660,Thank You,,,,,,
,663,The Key For Me Was A Short-Notice Trip And My Office Was Being Able To Book By Telephone Mid Sunday Evening And Be Able To Arrive At 1.0 Am With The Night Staff At Reception.,,,,,,
,664,Love This Hotel.  Hope You Can Keep Up The High Standards.  We Will Definitely Be Back.  Many Thanks,,,,,,
,669,Very Good Could Have Been Excellent,,,,,,
,670,I Had Booked This Break For My Husband's Birthday And We Were Not Disappointed.  Good Value For Money For A Winter Break In A Cosy Hotel In A Beautiful Village.  Would Love To Return When Weather Is Better!,,,,,,
,674,The Furniture In The Study And The Bar Lounge Seemed Out Of Keeping With The Hotel - Lacked Personality.,,,,,,
,680,I Would Like To Thank You For Your Kind Attention To Us And For Fulfilling Your Promise To Provide 3 Free Rooms To Us Because We Had Some Problems When We Stayed At New Year.  Please Know That Honour Is Definitely Satisfied And We Would Now Happily Recommend You.,,,,,,
,688,When We Checked Out We Were Charged 10% On Our Whole Bill But Changed To To The Meal Only. I Dont Think We Should Be Charging Service On The Room Even If It's Optional.,,,,,,
,689,I Feel I Received Value For Money At The Promotion Price. I Would Have Been Disappointed With The Overall Experience If I Had Paid The Rate Quoted On Your Website.,,,,,,
,690,Couldnt Get The Phone To Ring '0'  The Reception.,,,,,,
,692,You Have A Lovely Little Hotel In A Lovely Location. I Felt We Had Good Value In Our Accommodations.  My Criticisms Are Relatively Minor; However  More Attention To Ambiance And Beauty  Especially Outside And In The Rooms Would Be Desirable.,,,,,,
,703,Glad We Didn't Pay Full Price For The Feathers Experience!!,,,,,,
,705,We Had A Fab Stay And The Above Comments Are A Guide Not Criticism  Thank You,,,,,,
,706,Parking Can Be A Challenge! But  We'll Be Back,,,,,,
,708,We Have Stayed A Few Times And Never Had Any Cause For Comment Other Than Positive But This Stay Was Disappointing For Me Personally.,,,,,,
,710,We Did Overall Enjoy Our Stay At The Hotel And Would Return To The Same Room If We Were Staying In The Area Again. Just A Couple Of Points That Would Have Made It Top Notch.,,,,,,
,714,Our Friends David And Justine Edwards Arrive On Sunday With Our Daughter - They Deserve A Good Break And Won't Be Disappointed !,,,,,,
,717,Enjoyed Our Stay. Thank You All.,,,,,,
,723,The Staff Were Super Helpful And Friendly! I Have Stayed In Many 5 Star Hotels For Work  And None Has Service As Friendly And Courteous And What You Have. Your Staff Are A Great Asset To Your Hotel. They Should All Wear A Name Badge So I Could Have Better Commended Them.,,,,,,
,724,Really Helpful Staff That Are Always There To Help If Needed. Lovely Hotel Which Is Extremely Clean And Comfortable And The Food Just Adds To The Luxury!,,,,,,
,727,My Boyfriend Adored A Piece Of Artwork In The Reception Area And I Meant To Find Out If Any Of It Was For Sale But Completely Forgot...Is Any Of It For Sale??,,,,,,
,728,Excellent,,,,,,
,729,The Experience Of Our Stay Was Lovely And Would Want To Stay Again. Just A Shame The Resturant Let You Down,,,,,,
,742,No.,,,,,,
,743,You Did Ask For My Comments And I Believe I Have Been Honest And Constructive. The Feathers Is A Lovely Hotel And Apart From A Few Items Was The Perfect Place For Myself And My Daughter (Who Has Three Children) To Relax. We Would Certainly Stay Again But I Will Have To Bring A Fan Etc.,,,,,,
,752,Probably The Best Hotel I Have Ever Stayed In.,,,,,,
,754,Many Thanks For A Magical Evening And Stay.,,,,,,
,761,No Thanks.,,,,,,
,762,No,,,,,,
,763,Please Keep It Up And We'll Certainly Be Back! We Have Really Enjoyed The Taster Menus That Have Previously Been Available For Dining Options. Would Love To See This Back. Also  A Breakfast Menu / Arrival Info Pack Would Have Been Useful In The Room. Thanks For Making Our Stay So Enjoyable Once Again,,,,,,
,766,All Staff Were Fantastic  V Attentive And Informative. However A Few Basic Needs Were Lacking- Food And Sleep! Unfortunately Not Luxurious As I Think The Hotel Wants To Be Perceived As.,,,,,,
,768,A Very Difficult One In Such A Beautiful Old Building - Try And Resolve The Creaking Floorboards In Room 28 Both For The Occupants And Those In The Room Below?,,,,,,
,774,Nice Comfy Bed And Fabulous Bathroom. Nice To Have The Small Sitting Room To Use After Dinner. Great Location.,,,,,,
,788,The Bill Was Quickly Rectified Without Fuss At The End.  I Wouldn't Stay In Suite 5 Again - Purely Because Of The Road Noise  The Noise From The Restaurant And From Revellers In The Square Outside.  I'd Happily Return Again.  Charming Place And Staff Who Were Helpful And Attentive.,,,,,,
,791,Lovely Overall Experience. Will Be Coming Back As Soon As We Are Able ,,,,,,
,797,No,,,,,,
,801,The Final Account Was Inaccurate  But In Our Favour! We  Of Course  Queried The Exceptional Value And Paid Up!,,,,,,
,804,Keep Us The Good Work,,,,,,
,805,Keep Up The Great Work,,,,,,
,809,Just Want To Say That Our Expectations Were Very High Having Stayed At The Feathers Before And You Did Not Disappoint!  It Is Also Some Kind Of Record For Us To Stay At The Same Hotel Three Times In One Year!!,,,,,,
,810,Thanks ,,,,,,
,823,Generally More Relaxed And Friendly Atmosphere,,,,,,
,826,The Fire Was Most Welcome For Festive Stay We Went Into The Bear For Coffee  No Fire And Drab,,,,,,
,829,No  Loved Your Village  Gorgeous Location.,,,,,,
,837,It Was A Shame That My Complaints Outweighed My Positive Comments.  I Probably Would Try Again And Then If The Situation Stayed The Same I Would Not Stay Again. The Staff Though Were Polite And Friendly And Apologetic. ,,,,,,
,838,If You Have Other Offers Available Through Amazon Local We Will Definitely Return. Unfortunately Your Normal Rates Are A Bit Too Expensive For Us To Return In The Near Future.,,,,,,
,841,Not Enough Night Staff As The Same Girl Had To Keep Running Around For Us ,,,,,,
,844,I Have Stayed Here Many Times But Not In Its Current Incarnation.  Overall I Was Very Pleased Especially With The Cost As I Made A Last Minute Booking.  Sorry But I Do Not Like The Dining Room Carpet Or The Chairs - They Are Somewhat Incongruous.  Loved The Bar Area And Am Now On A Mission To Find The Gin And Tonic That I Tried.,,,,,,
,846,A Lovely Experince For Our Pearl Wedding Anniversary. Have Already Recommended You And We Will Remember Our Stay Fondly For Years To Come,,,,,,
,847,We Look Forward To Our Concerns Being Addressed For When We Next Stay With You?,,,,,,
,848,Will Definitely Keep My Eye Out For Any Future Offers!,,,,,,
,852,If We Were Visiting The Area Again We Would Definitely Use The Hotel Again And Will Recommend It.,,,,,,
,854,Enjoyed Our Stay   Recommended It To Others And Would Live To Come Back,,,,,,
,857,Hotel Side Excellent  Dining Let Down By Less Engaged Staff,,,,,,
,858,We Really Enjoyed It And All The Comments Are Really Intended To Be Constructive ,,,,,,
,862,Very Disappointed As We Had Been Looking Forward To My Partners Christmas Present Following A Previous Visit Which Was Lovely,,,,,,
,866,Just Keep E-Mailing Me About Offers  Dining Etc,,,,,,
,868,See Comment On Alcohol,,,,,,
,869,We Will Be Back For Sure  And Next Time We Will Tour The Palace!,,,,,,
,871,We Had A Very Enjoyable Christmas,,,,,,
,875,The Whole Team Made Our Stay Comfortable And Enjoyable.,,,,,,
,876,Room Service With The Teas And Coffees Was A Nice Touch And Very Efficient Service. Its A Shame That Our Expectations Weren't Met On So Many Levels As I Was Hoping And Wanting To Really Like The Feathers Hotel. It Was Meant As A Special Treat To My Wife  But Wasn't That Special.  I Think For The Kind Of Rate (I Paid £462 For The Room For Two Nights)  I Would Expect A Certain Level Of Service Alongside The Fabulous Furniture And Decor Of The Hotel - Unfortunately  The Service Didn't Meet The Standard Set By The Environment.,,,,,,
,877,The Receptionist Amended The Final Bill Quickly When An Item Had Been Added In Error. ,,,,,,
,879,Thank You,,,,,,
,882,Thank You For A Wonderful Stay. ,,,,,,
,884,We Were Sad That We Had Not Enjoyed Our Stay . We Were Looking Forward To Returning To The Feathers But It Failed In Our Expectations And Has Certainly Fallen Below Standard. We Noticed A Definite Difference From Previous Stays And Not For The Better. Unfortunately We Will Not Be Returning Unless There Is Improvement!,,,,,,
,889,The Food Was Remarkably Good. We Loved The Music On Nye  Though The Dance Floor Was Cramped And When It Was Vacated We Moved A Table.,,,,,,
,890,No,,,,,,
,891,No.,,,,,,
,892,I Think I Covered Everything. Many Thanks!,,,,,,
,893,I Think We'll Be Back But Perhaps Not Eat In The Hotel  Which We Generally Don't Normally Do Anyway. ,,,,,,
,894,Just To Say That 3 Drinks Had Been Added To Our Dining Bill That Wasn't Ours. Not A Major Error And It Was Sorted Out Very Quickly And Without Any Fuss.,,,,,,
,895,We Are Looking Forward To Our Next Stay.,,,,,,
,896,No,,,,,,
,898,We Were Delighted That We Could Bring Our Dog To The Hotel. It Was Also Terrific That He Could Be With Us While Dining  (In The Bar)  As It Could Have Been Difficult Leaving Him In The Room. Every Member Of Your Staff Was More Than Helpful In This Regard  Which Helped To Make Our Weekend At The Feathers A Delight. Thank You. ,,,,,,
,899,Look Forward To Returning,,,,,,
,900,At First I Hesitated To Book With You As You Were Offering A Two Night Stay For New Year Which We Couldn't Do  But I'm Glad It Was Possible To Reconfigure It Just For 31/12 It Suited Us And Was A Nice Change To See The New Year In With You.,,,,,,
,901,The Only Problem With The Account Was That A Bottle Of Champagne We Ordered Was Not On The Bill  But That Was Easily Remedied! ,,,,,,
,905,Asked For Our Night Caps At The Bar To Be Delivered To Our Suite. Bar Man Assured Us That Was Fine And Would Send Up. 45 Mins Later No Sign! Husband Went Downstairs To Find Said Bar Man Gone Home. So New Order Placed And Finally Received Over An Hour After Original Order.,,,,,,
,906,Discrepancy With The Bill But Soon Sorted Out.,,,,,,
,915,Keep Up The Great Work...,,,,,,
,918,The Hotel Is Meant To Be 4 Stars But Was Badly Let Down By A Large Number Of Small Errors. Each Time The Staff Were Apologetic And Tried To Put Things Right But This Number Of Mistakes Is Not Acceptable For A Hotel Of This Purported Standard  Hence Not Recommending It To Friends,,,,,,
,922,I Had Ordered Flowers For My Wife's Birthday - They Were In The Room On Arrival And Were Very Good. My Wife Particularly Appreciated The Card From The Manager. A Nice Personal Touch.,,,,,,
,925,No!,,,,,,
,927,Just To Thank You For A Most Enjoyable Stay,,,,,,
,928,Your Email 123 Offer Tempted Us To Return Again In February  Which We Probably Would Not Normally Do.,,,,,,
,929,If We Can Get A Last Minute Booking At That Sort Of Price We Would Be Interested,,,,,,
,930,A Pamphlet About The Gin Bar And Its History Would Have Been Interesting As Its So Unique.,,,,,,
,932,No,,,,,,
,933,I Booked The Gin O'clock Package And Was Told That I Would Get An Annual Pass To Blenheim Palace Sent To My Address (It Wasn't Open When We Visited). I Have Not Received It Yet Or Any Communication About It.,,,,,,
,938,No  Except That We Have Already Recommended The Feathers To Some Of Our Friends.,,,,,,
,943,No,,,,,,
,944,Shower Caps In The Bathroom Would Have Been Useful.,,,,,,
,947,No,,,,,,
,949,Wonderful Location For A Quiet Getaway,,,,,,
,957,Only Problem Was I Did Not Receive An Email To Confirm My Booking As Requested ,,,,,,
,964,We Consider The Lounge And Bar Areas Too Limited,,,,,,
,965,Thank You For Everything.,,,,,,
,968,Really Appreciated The Free Room Upgrade. Especially As Room We Enjoyed On Our Previous Stay. Most Considerate,,,,,,
,,,,,,,,
